Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.638817,8.942736,459.20001221,-0.687,12.62,0.038
100,2,48.638816833,8.942736,459.20001221,-0.692,12.62,0.036
200,2,48.638816667,8.942735833,459.20001221,0.029,12.621,0.039
300,2,48.638816833,8.942736,459.20001221,-0.016,12.621,0.046
400,2,48.638816833,8.942736,459.20001221,-0.021,12.62,0.045
600,2,48.638816833,8.942736167,459.20001221,-0.095,12.62,0.044
700,2,48.638817,8.942736167,459.20001221,-0.053,12.62,0.043
800,2,48.638817,8.942736167,459.20001221,0.069,12.62,0.039
900,2,48.638816833,8.942736333,459.20001221,0.003,12.621,0.042
1000,2,48.638817,8.942736167,459.20001221,-0.074,12.62,0.041
1100,2,48.638816833,8.942736167,459.20001221,-0.037,12.621,0.041
1200,2,48.638816833,8.942736,459.20001221,0.013,12.62,0.04
1300,2,48.638816833,8.942736,459.20001221,-0.048,12.62,0.038
1400,2,48.638816833,8.942736,459.20001221,0.034,12.62,0.041
1500,2,48.638816833,8.942735833,459.20001221,0.018,12.62,0.044
1600,2,48.638816833,8.942735833,459.20001221,0.029,12.62,0.042
1700,2,48.638816833,8.942736,459.20001221,-0.111,12.62,0.039
1800,2,48.638817,8.942736,459.20001221,-0.132,12.62,0.032
1900,2,48.638817,8.942735833,459.20001221,-0.137,12.62,0.033
2000,2,48.638816833,8.942736,459.20001221,-0.106,12.621,0.035
2100,2,48.638816833,8.942735833,459.20001221,-0.011,12.621,0.042
2200,2,48.638816833,8.942736,459.20001221,-0.137,12.621,0.046
2300,2,48.638816833,8.942736167,459.20001221,-0.153,12.621,0.053
2400,2,48.638816833,8.942736,459.20001221,-0.164,12.621,0.043
2500,2,48.638817,8.942736,459.20001221,-0.19,12.621,0.039
2600,2,48.638817,8.942735833,459.29998779,-0.148,12.62,0.035
2700,2,48.638816833,8.942735667,459.20001221,-0.196,12.62,0.034
2800,2,48.638817,8.942735667,459.29998779,-0.143,12.62,0.032
2900,2,48.638817167,8.942735333,459.29998779,-0.032,12.62,0.035
3000,2,48.638817167,8.9427355,459.29998779,-0.053,12.62,0.037
3100,2,48.638817167,8.942735667,459.29998779,-0.032,12.62,0.04
3200,2,48.638817167,8.9427355,459.29998779,0.079,12.62,0.044
3300,2,48.638817333,8.9427355,459.29998779,0.008,12.62,0.045
3400,2,48.638817333,8.942735667,459.29998779,-0.005,12.62,0.038
3500,2,48.6388175,8.9427355,459.29998779,0.0,12.62,0.038
3600,2,48.6388175,8.9427355,459.29998779,-0.053,12.621,0.037
3700,2,48.638817333,8.9427355,459.29998779,0.071,12.62,0.043
3800,2,48.6388175,8.9427355,459.29998779,0.095,12.621,0.046
3900,2,48.6388175,8.942735667,459.29998779,0.1,12.621,0.047
4000,2,48.638817333,8.9427355,459.29998779,0.085,12.621,0.043
4100,2,48.6388175,8.942735,459.3999939,0.159,12.621,0.04
4200,2,48.638818,8.942734667,459.3999939,0.127,12.62,0.038
4300,2,48.638818,8.942734667,459.3999939,0.222,12.621,0.037
4400,2,48.638818167,8.942734333,459.3999939,0.005,12.62,0.039
4500,2,48.638818167,8.942734,459.3999939,0.124,12.621,0.043
4600,2,48.638818333,8.942733333,459.3999939,0.042,12.62,0.043
4700,2,48.6388185,8.942733,459.3999939,0.108,12.621,0.042
4800,2,48.638818833,8.942732667,459.3999939,0.211,12.62,0.039
4900,2,48.638819333,8.942732667,459.3999939,0.169,12.62,0.039
5000,2,48.638819333,8.942732833,459.5,0.042,12.62,0.038
5100,2,48.638819667,8.942732667,459.5,-0.026,12.62,0.042
5200,2,48.638819667,8.9427325,459.5,0.124,12.62,0.038
5300,2,48.6388195,8.942732333,459.6000061,0.18,12.62,0.038
5400,2,48.6388195,8.942732167,459.6000061,0.077,12.621,0.038
5600,2,48.6388195,8.9427315,459.6000061,0.071,12.621,0.037
5700,2,48.638819667,8.942731333,459.6000061,0.069,12.621,0.035
5800,2,48.638819833,8.942730833,459.70001221,0.122,12.62,0.034
5900,2,48.638819833,8.942731,459.70001221,0.185,12.62,0.035
6000,2,48.638819833,8.942730667,459.70001221,0.198,12.62,0.034
6100,2,48.63882,8.942730333,459.70001221,0.0,12.62,0.032
6200,2,48.63882,8.942730167,459.79998779,-0.095,12.62,0.032
6300,2,48.638819833,8.942730333,459.79998779,-0.122,12.621,0.035
6400,2,48.638819833,8.94273,459.8999939,-0.122,12.621,0.036
6600,2,48.638819667,8.942729833,459.8999939,-0.196,12.62,0.037
6700,2,48.638819833,8.942729833,460.0,-0.333,12.62,0.033
