Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.638817667,8.942746667,458.79998779,2.967,12.567,0.19
100,2,48.638817333,8.9427465,458.8999939,0.016,12.568,0.22
200,2,48.638817333,8.942746167,458.8999939,-0.074,12.568,0.28
300,2,48.638817167,8.942746167,458.8999939,-0.106,12.568,0.257
400,2,48.638817167,8.942746167,458.8999939,-0.032,12.568,0.179
500,2,48.638817167,8.942746,459.0,-0.106,12.568,0.242
600,2,48.638817333,8.942746167,459.0,-0.106,12.567,0.276
700,2,48.638817167,8.942746167,459.0,0.0,12.567,0.308
800,2,48.638817167,8.942746,458.8999939,0.071,12.568,0.191
900,2,48.638817,8.942746,458.8999939,0.003,12.569,0.114
1000,2,48.638817,8.942746,458.8999939,0.04,12.569,0.063
1100,2,48.638816667,8.942745833,458.8999939,-0.137,12.57,0.064
1200,2,48.638816667,8.942745833,458.8999939,-0.122,12.57,0.061
1300,2,48.638816667,8.942745833,458.8999939,-0.106,12.571,0.052
1500,2,48.638816833,8.942746,458.79998779,0.013,12.57,0.056
1600,2,48.638816833,8.942746,458.8999939,-0.079,12.569,0.063
1700,2,48.638816667,8.942746,458.8999939,-0.127,12.569,0.066
1800,2,48.6388165,8.942746,458.8999939,-0.153,12.57,0.06
1900,2,48.6388165,8.942746167,458.8999939,-0.132,12.57,0.058
2000,2,48.6388165,8.942746167,458.8999939,-0.053,12.57,0.058
2100,2,48.6388165,8.942746,458.8999939,-0.164,12.57,0.062
2200,2,48.6388165,8.942746,458.8999939,-0.18,12.57,0.06
2300,2,48.6388165,8.942746167,458.8999939,-0.111,12.569,0.056
2500,2,48.6388165,8.942746333,458.8999939,-0.127,12.57,0.059
2600,2,48.6388165,8.942746333,458.8999939,-0.122,12.57,0.062
2700,2,48.638816667,8.942746667,458.8999939,-0.058,12.57,0.061
2800,2,48.638816667,8.942746833,458.8999939,-0.185,12.57,0.06
2900,2,48.6388165,8.942746833,458.8999939,-0.127,12.57,0.064
3000,2,48.6388165,8.942747,458.8999939,-0.159,12.57,0.06
3100,2,48.638816333,8.942747,458.8999939,-0.164,12.57,0.063
3200,2,48.638816333,8.942747,458.8999939,-0.233,12.569,0.063
3300,2,48.638816333,8.942747,458.8999939,-0.248,12.57,0.06
3500,2,48.638816333,8.942746833,459.0,-0.169,12.569,0.062
3600,2,48.638816333,8.942746833,459.0,-0.275,12.57,0.06
3700,2,48.638816333,8.942746833,459.0,-0.164,12.569,0.059
3800,2,48.638816333,8.942746833,459.0,-0.122,12.571,0.051
3900,2,48.6388165,8.942746833,459.0,-0.127,12.57,0.05
4000,2,48.6388165,8.942746833,459.0,-0.174,12.571,0.054
4100,2,48.6388165,8.942747,459.0,-0.164,12.571,0.056
4200,2,48.638816667,8.942747,459.0,-0.206,12.571,0.058
4300,2,48.638816833,8.942747,459.0,-0.259,12.569,0.06
4500,2,48.638816667,8.942747,458.8999939,-0.206,12.57,0.062
4700,2,48.638816833,8.942747167,458.8999939,-0.206,12.571,0.066
4800,2,48.638817,8.942747167,458.8999939,-0.217,12.57,0.063
4900,2,48.638817,8.942747167,458.8999939,-0.153,12.57,0.056
5100,2,48.638817167,8.942747167,458.8999939,-0.026,12.57,0.06
5200,2,48.638817167,8.942747167,458.8999939,-0.196,12.569,0.065
5300,2,48.638817167,8.942747,458.8999939,-0.264,12.57,0.052
5500,2,48.638817167,8.942747,458.8999939,-0.196,12.571,0.054
5700,2,48.638817167,8.942746833,458.8999939,-0.227,12.57,0.061
5800,2,48.638817333,8.942746833,458.8999939,-0.233,12.569,0.06
5900,2,48.638817333,8.942746833,458.8999939,-0.174,12.569,0.059
6000,2,48.638817333,8.942746833,458.8999939,-0.122,12.571,0.052
6100,2,48.638817333,8.942746667,458.8999939,-0.238,12.57,0.054
6200,2,48.638817333,8.942746667,458.8999939,-0.116,12.57,0.06
6300,2,48.638817333,8.9427465,458.8999939,-0.153,12.569,0.068
6500,2,48.638817167,8.9427465,458.8999939,-0.074,12.569,0.065
6700,2,48.638817,8.9427465,458.8999939,-0.238,12.569,0.054
6800,2,48.638816833,8.942746333,459.0,-0.085,12.57,0.048
7000,2,48.638816833,8.942746333,459.0,-0.201,12.57,0.05
7200,2,48.638816667,8.942746167,459.0,-0.174,12.569,0.062
7300,2,48.6388165,8.942746167,459.0,-0.196,12.569,0.061
7500,2,48.6388165,8.942746,459.0,-0.159,12.569,0.058
7700,2,48.6388165,8.942746,459.0,-0.238,12.569,0.062
7800,2,48.638816333,8.942745833,459.0,-0.206,12.569,0.065
8000,2,48.638816333,8.942745833,459.1000061,-0.116,12.57,0.059
8200,2,48.638816167,8.942745667,459.1000061,-0.233,12.57,0.065
8300,2,48.638816167,8.942745667,459.1000061,-0.132,12.57,0.067
8500,2,48.638816,8.942745667,459.1000061,-0.201,12.57,0.059
8600,2,48.638816,8.942745667,459.1000061,-0.143,12.569,0.058
8700,2,48.638816,8.942745667,459.1000061,-0.074,12.569,0.059
8800,2,48.638816,8.942745667,459.1000061,-0.132,12.568,0.058
8900,2,48.638816,8.9427455,459.1000061,-0.196,12.569,0.058
9000,2,48.638816,8.9427455,459.1000061,-0.222,12.568,0.051
9100,2,48.638816,8.9427455,459.1000061,-0.196,12.569,0.054
9200,2,48.638816,8.9427455,459.1000061,-0.227,12.569,0.056
9300,2,48.638815833,8.9427455,459.1000061,-0.159,12.57,0.065
9500,2,48.638816,8.942745333,459.1000061,-0.132,12.57,0.059
9600,2,48.638815833,8.9427455,459.1000061,-0.18,12.569,0.055
9700,2,48.638815833,8.9427455,459.1000061,-0.042,12.57,0.057
9800,2,48.638816,8.942745667,459.1000061,-0.095,12.571,0.056
9900,2,48.638816,8.942745833,459.1000061,-0.164,12.571,0.056
10000,2,48.638816,8.942746,459.20001221,-0.206,12.571,0.054
10100,2,48.638816,8.942746167,459.20001221,-0.137,12.57,0.055
10200,2,48.638816167,8.942746333,459.20001221,-0.143,12.571,0.057
10300,2,48.638816167,8.942746333,459.20001221,-0.174,12.57,0.06
10500,2,48.638816167,8.9427465,459.20001221,-0.132,12.57,0.068
10600,2,48.638816167,8.942746667,459.20001221,-0.058,12.57,0.065
10700,2,48.638816167,8.942746833,459.20001221,-0.137,12.57,0.061
10800,2,48.638816167,8.942746833,459.20001221,-0.016,12.572,0.052
10900,2,48.638816167,8.942746833,459.20001221,0.005,12.572,0.055
11000,2,48.638816167,8.942747,459.20001221,-0.079,12.572,0.058
11100,2,48.638816167,8.942747,459.20001221,-0.032,12.571,0.059
11200,2,48.638816,8.942747,459.20001221,-0.164,12.57,0.054
11300,2,48.638816,8.942747,459.29998779,-0.127,12.57,0.048
11500,2,48.638816,8.942747,459.29998779,-0.19,12.569,0.047
11600,2,48.638815833,8.942747,459.29998779,-0.206,12.57,0.053
11700,2,48.638815833,8.942747,459.29998779,-0.116,12.57,0.055
11800,2,48.638815833,8.942747,459.29998779,-0.211,12.571,0.054
11900,2,48.638815833,8.942747,459.29998779,-0.201,12.57,0.053
12000,2,48.638815833,8.942747,459.29998779,-0.185,12.571,0.049
12100,2,48.638815667,8.942747,459.29998779,-0.201,12.57,0.057
12200,2,48.638815667,8.942747,459.29998779,-0.259,12.57,0.056
12300,2,48.638815667,8.942747,459.3999939,-0.1,12.569,0.057
12500,2,48.638815667,8.942747,459.3999939,-0.069,12.569,0.06
12600,2,48.638815667,8.942746833,459.3999939,-0.1,12.569,0.055
12700,2,48.638815667,8.942746833,459.3999939,-0.09,12.57,0.054
12800,2,48.638815667,8.942746833,459.3999939,-0.032,12.571,0.051
12900,2,48.6388155,8.942746833,459.3999939,-0.021,12.571,0.057
13000,2,48.6388155,8.942746833,459.29998779,-0.058,12.57,0.058
13100,2,48.6388155,8.942746833,459.3999939,-0.037,12.571,0.064
13200,2,48.6388155,8.942746833,459.3999939,-0.143,12.571,0.062
13300,2,48.6388155,8.942746667,459.3999939,-0.143,12.57,0.064
13500,2,48.6388155,8.942746667,459.3999939,-0.18,12.57,0.058
13600,2,48.6388155,8.9427465,459.3999939,-0.174,12.57,0.059
13700,2,48.6388155,8.9427465,459.3999939,-0.106,12.571,0.058
13800,2,48.638815667,8.9427465,459.3999939,0.016,12.57,0.053
13900,2,48.638815667,8.942746333,459.3999939,-0.09,12.569,0.046
14000,2,48.638815833,8.942746167,459.3999939,-0.058,12.57,0.049
14100,2,48.638815833,8.942746167,459.3999939,-0.122,12.569,0.047
14200,2,48.638816,8.942746,459.3999939,0.098,12.57,0.057
14400,2,48.638816,8.942746,459.3999939,0.116,12.569,0.065
14600,2,48.638815833,8.942745833,459.3999939,0.016,12.569,0.054
14800,2,48.638815833,8.942745667,459.3999939,0.071,12.568,0.064
15000,2,48.638815667,8.9427455,459.3999939,0.008,12.568,0.066
15100,2,48.638815667,8.942745333,459.3999939,0.108,12.569,0.064
15300,2,48.638815667,8.942745167,459.3999939,0.061,12.57,0.069
15500,2,48.638815667,8.942744833,459.3999939,0.122,12.57,0.066
15600,2,48.6388155,8.942744667,459.3999939,0.124,12.571,0.056
15700,2,48.6388155,8.9427445,459.3999939,0.148,12.571,0.061
15800,2,48.6388155,8.942744333,459.3999939,0.092,12.571,0.06
