Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.638833333,8.942739333,460.0,-0.555,12.575,0.049
100,2,48.638833167,8.942739333,460.0,0.0,12.576,0.048
200,2,48.638833167,8.942739167,460.0,-0.048,12.575,0.074
400,2,48.638833167,8.942739167,460.0,-0.026,12.575,0.118
500,2,48.638833167,8.942739167,460.0,-0.085,12.575,0.119
600,2,48.638833167,8.942739167,460.0,-0.021,12.575,0.088
700,2,48.638833,8.942739,460.0,-0.111,12.575,0.062
800,2,48.638833167,8.942739,460.0,-0.048,12.575,0.103
900,2,48.638833167,8.942739,460.0,0.003,12.574,0.122
1000,2,48.638833167,8.942739167,460.0,-0.09,12.575,0.107
1100,2,48.638833167,8.942738833,460.0,-0.185,12.575,0.078
1200,2,48.638833167,8.942739,460.0,-0.19,12.575,0.076
1400,2,48.638833167,8.942739,460.0,-0.211,12.574,0.113
1500,2,48.638833167,8.942739,460.0,-0.069,12.574,0.11
1600,2,48.638833167,8.942739,460.0,-0.095,12.575,0.072
1700,2,48.638833167,8.942739,460.0,-0.053,12.576,0.052
1800,2,48.638833333,8.942739,460.0,-0.185,12.576,0.052
1900,2,48.638833333,8.942739,460.0,-0.233,12.575,0.083
2000,2,48.638833333,8.942739,460.0,-0.222,12.574,0.115
2100,2,48.638833333,8.942739,460.0,-0.185,12.574,0.149
2200,2,48.638833333,8.942739167,460.0,-0.196,12.573,0.174
2400,2,48.638833333,8.942739,460.0,-0.19,12.573,0.14
2500,2,48.638833333,8.942739,460.0,-0.27,12.574,0.105
2600,2,48.638833333,8.942739,460.0,-0.206,12.575,0.058
2700,2,48.638833333,8.942739,460.0,-0.19,12.576,0.052
2800,2,48.638833333,8.942739,460.0,-0.217,12.576,0.054
2900,2,48.638833333,8.942739,460.0,-0.169,12.576,0.053
3100,2,48.6388335,8.942739,460.0,-0.127,12.575,0.054
3200,2,48.638833333,8.942739,460.0,-0.206,12.575,0.055
3300,2,48.6388335,8.942739,460.0,-0.238,12.575,0.054
3400,2,48.638833333,8.942739,460.0,-0.238,12.575,0.057
3500,2,48.638833333,8.942739,460.0,-0.243,12.575,0.058
3700,2,48.638833333,8.942739,460.0,-0.254,12.575,0.049
3800,2,48.638833333,8.942739,460.0,-0.206,12.576,0.051
3900,2,48.6388335,8.942739,460.0,-0.106,12.575,0.05
4000,2,48.6388335,8.942739,460.0,-0.222,12.576,0.054
4100,2,48.638833333,8.942738833,460.0,-0.227,12.575,0.047
4200,2,48.6388335,8.942739,460.0,-0.148,12.575,0.046
4400,2,48.638833333,8.942739167,460.0,-0.243,12.575,0.047
4500,2,48.638833333,8.942739,460.0,-0.227,12.574,0.051
4600,2,48.638833333,8.942739,460.0,-0.227,12.574,0.052
4700,2,48.638833333,8.942738833,460.0,-0.18,12.574,0.055
4800,2,48.638833333,8.942738833,460.0,-0.211,12.575,0.054
4900,2,48.638833333,8.942739,460.0,-0.164,12.575,0.05
5000,2,48.638833333,8.942739,460.0,-0.248,12.575,0.043
5100,2,48.638833333,8.942739,460.0,-0.211,12.575,0.046
5200,2,48.6388335,8.942739,460.0,-0.18,12.575,0.054
5400,2,48.6388335,8.942738833,460.0,-0.132,12.575,0.062
5500,2,48.638833667,8.942738833,460.0,-0.243,12.575,0.057
5600,2,48.6388335,8.942738667,460.0,-0.206,12.575,0.052
5700,2,48.6388335,8.942738833,460.0,-0.254,12.575,0.053
5800,2,48.6388335,8.942738667,460.0,-0.211,12.574,0.053
5900,2,48.6388335,8.942738667,460.0,-0.28,12.574,0.051
6000,2,48.6388335,8.942738667,460.0,-0.217,12.574,0.049
6100,2,48.638833667,8.942738667,460.0,-0.196,12.575,0.049
6300,2,48.638833833,8.942738667,460.0,-0.254,12.576,0.055
6500,2,48.638833833,8.942738667,460.0,-0.196,12.575,0.056
6600,2,48.638833833,8.942738833,460.0,-0.164,12.575,0.05
6700,2,48.638833833,8.942738667,460.0,-0.248,12.575,0.049
6800,2,48.638834,8.942738667,460.0,-0.196,12.575,0.05
6900,2,48.638834,8.942738667,460.0,-0.259,12.575,0.056
7000,2,48.638834167,8.9427385,460.0,-0.137,12.575,0.054
7100,2,48.638834,8.9427385,460.0,-0.143,12.575,0.054
7200,2,48.638833833,8.9427385,460.0,-0.1,12.575,0.053
7400,2,48.638834,8.942738667,460.0,-0.063,12.575,0.055
7500,2,48.638834167,8.9427385,460.0,-0.19,12.574,0.056
7600,2,48.638833833,8.942738333,460.0,-0.174,12.574,0.05
7700,2,48.638834,8.9427385,460.1000061,-0.19,12.574,0.05
7800,2,48.638834333,8.9427385,460.1000061,-0.132,12.575,0.053
7900,2,48.638834333,8.942738333,460.1000061,-0.153,12.575,0.049
8000,2,48.638834333,8.9427385,460.20001221,-0.09,12.575,0.052
8100,2,48.6388345,8.9427385,460.20001221,-0.074,12.575,0.052
8200,2,48.6388345,8.9427385,460.20001221,-0.032,12.575,0.053
8400,2,48.6388345,8.9427385,460.20001221,0.003,12.575,0.058
8500,2,48.638834667,8.9427385,460.20001221,-0.116,12.576,0.054
8600,2,48.638834667,8.942738333,460.20001221,-0.18,12.575,0.06
8700,2,48.638834667,8.942738333,460.20001221,-0.132,12.575,0.05
8800,2,48.638834667,8.942738333,460.20001221,-0.169,12.575,0.054
8900,2,48.638834667,8.942738167,460.20001221,-0.143,12.575,0.048
9100,2,48.638834833,8.942738333,460.20001221,-0.143,12.575,0.052
9200,2,48.638834667,8.942738333,460.20001221,-0.127,12.575,0.054
9400,2,48.638834833,8.942738333,460.20001221,-0.079,12.574,0.061
9500,2,48.638834833,8.942738333,460.20001221,-0.111,12.574,0.057
9600,2,48.638834833,8.942738167,460.29998779,-0.153,12.574,0.05
9700,2,48.638835,8.942738167,460.29998779,-0.19,12.574,0.049
9800,2,48.638835,8.942738167,460.29998779,-0.111,12.574,0.049
9900,2,48.638835,8.942738,460.29998779,-0.233,12.574,0.056
10100,2,48.638835,8.942737833,460.29998779,-0.248,12.574,0.054
10200,2,48.638835,8.942737833,460.29998779,-0.164,12.574,0.051
10400,2,48.638835167,8.942737667,460.29998779,-0.174,12.575,0.051
10600,2,48.638835167,8.942737667,460.29998779,-0.238,12.576,0.05
10800,2,48.638835333,8.9427375,460.29998779,-0.111,12.575,0.048
11000,2,48.638835167,8.9427375,460.29998779,-0.127,12.575,0.055
11200,2,48.638835167,8.942737333,460.20001221,-0.159,12.575,0.046
11400,2,48.638835167,8.942737167,460.29998779,-0.169,12.575,0.044
11600,2,48.638835333,8.942737167,460.29998779,-0.291,12.575,0.046
11800,2,48.638835333,8.942737167,460.29998779,-0.227,12.575,0.049
11900,2,48.6388355,8.942737,460.29998779,-0.206,12.575,0.049
12000,2,48.638835667,8.942737,460.29998779,-0.222,12.575,0.054
12100,2,48.638835667,8.942737,460.29998779,-0.196,12.575,0.057
12200,2,48.638835833,8.942737,460.29998779,-0.238,12.576,0.054
12400,2,48.638836,8.942737,460.29998779,-0.201,12.576,0.052
12600,2,48.638836167,8.942737,460.29998779,-0.217,12.575,0.043
12700,2,48.638836333,8.942737,460.29998779,-0.169,12.575,0.049
12900,2,48.638836333,8.942737,460.29998779,-0.137,12.574,0.064
13100,2,48.638836333,8.942737,460.29998779,-0.243,12.575,0.052
13200,2,48.638836667,8.942737,460.29998779,-0.349,12.575,0.053
13400,2,48.638836667,8.942737,460.29998779,-0.264,12.574,0.057
13600,2,48.638836833,8.942737,460.29998779,-0.217,12.574,0.043
13700,2,48.638836833,8.942737,460.29998779,-0.27,12.575,0.048
13900,2,48.638836833,8.942736833,460.29998779,-0.28,12.574,0.061
14100,2,48.638836833,8.942736833,460.29998779,-0.137,12.574,0.049
14200,2,48.638836833,8.942736833,460.29998779,-0.227,12.575,0.055
14400,2,48.638837,8.942736833,460.29998779,-0.211,12.575,0.057
14600,2,48.638837167,8.942736667,460.29998779,-0.338,12.576,0.062
14700,2,48.638837167,8.942736833,460.29998779,-0.227,12.576,0.057
14900,2,48.638837167,8.942736667,460.29998779,-0.28,12.575,0.055
15100,2,48.638837167,8.942736667,460.3999939,-0.18,12.575,0.055
15200,2,48.638837167,8.942736667,460.3999939,-0.312,12.575,0.052
15500,2,48.638837167,8.942736667,460.3999939,-0.259,12.575,0.053
15600,2,48.638837167,8.942736667,460.3999939,-0.28,12.576,0.055
15700,2,48.638837167,8.942736667,460.29998779,-0.275,12.576,0.056
15800,2,48.638837167,8.9427365,460.29998779,-0.291,12.576,0.05
15900,2,48.638837167,8.9427365,460.29998779,-0.264,12.575,0.049
16000,2,48.638837167,8.942736333,460.29998779,-0.28,12.574,0.052
16100,2,48.638837333,8.942736333,460.29998779,-0.211,12.575,0.053
16200,2,48.638837333,8.942736333,460.29998779,-0.285,12.575,0.055
16400,2,48.638837167,8.942736333,460.29998779,-0.222,12.575,0.053
16500,2,48.638837333,8.942736167,460.29998779,-0.211,12.576,0.058
16600,2,48.638837333,8.942736167,460.29998779,-0.217,12.576,0.056
16700,2,48.638837333,8.942736167,460.29998779,-0.153,12.576,0.055
16800,2,48.638837333,8.942736167,460.29998779,-0.143,12.576,0.055
16900,2,48.6388375,8.942736167,460.3999939,-0.137,12.576,0.052
17000,2,48.6388375,8.942736167,460.3999939,-0.174,12.575,0.053
17100,2,48.6388375,8.942736167,460.3999939,-0.18,12.575,0.051
17300,2,48.638837667,8.942736167,460.3999939,-0.217,12.576,0.049
