Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.638827,8.942741667,459.5,0.663,12.583,0.035
100,2,48.638827,8.9427415,459.5,-0.021,12.582,0.036
200,2,48.638827,8.9427415,459.5,0.055,12.582,0.057
400,2,48.638827,8.942741333,459.5,-0.053,12.581,0.086
500,2,48.638827,8.942741333,459.5,0.024,12.582,0.085
600,2,48.638827,8.942741167,459.5,0.016,12.582,0.059
700,2,48.638827,8.942741167,459.5,0.058,12.583,0.055
800,2,48.638827167,8.942741167,459.5,0.026,12.581,0.09
900,2,48.638827167,8.942741167,459.5,-0.122,12.581,0.086
1000,2,48.638827167,8.942741167,459.5,-0.037,12.581,0.067
1100,2,48.638827167,8.942741,459.5,0.005,12.582,0.033
1200,2,48.638827167,8.942741,459.5,0.016,12.582,0.087
1400,2,48.638827167,8.942741,459.5,0.137,12.581,0.099
1500,2,48.638827167,8.942741,459.5,0.1,12.581,0.072
1600,2,48.638827,8.942741,459.5,-0.026,12.583,0.034
1700,2,48.638827,8.942741,459.5,0.055,12.582,0.032
1800,2,48.638827,8.942741,459.5,-0.053,12.582,0.035
1900,2,48.638827,8.942741,459.5,-0.058,12.58,0.079
2000,2,48.638826833,8.942741,459.5,-0.063,12.578,0.132
2100,2,48.638826833,8.942741,459.5,0.034,12.578,0.169
2200,2,48.638826833,8.942741,459.5,0.103,12.58,0.169
2400,2,48.638826667,8.942741,459.5,0.055,12.581,0.105
2500,2,48.638826667,8.942741,459.5,0.029,12.582,0.062
2600,2,48.638826667,8.942741,459.5,0.061,12.582,0.032
2700,2,48.638826667,8.942741,459.5,0.169,12.582,0.035
2800,2,48.638826667,8.942741,459.5,0.077,12.582,0.031
2900,2,48.6388265,8.942741,459.5,0.103,12.582,0.034
3000,2,48.6388265,8.942741,459.5,0.116,12.582,0.033
3100,2,48.6388265,8.942741167,459.5,0.092,12.582,0.036
3200,2,48.6388265,8.942741167,459.5,0.048,12.583,0.04
3400,2,48.638826333,8.942741167,459.5,0.127,12.582,0.039
3500,2,48.638826333,8.942741167,459.6000061,0.037,12.582,0.036
3600,2,48.638826333,8.942741333,459.6000061,0.077,12.581,0.031
3700,2,48.638826333,8.942741333,459.6000061,0.077,12.582,0.025
3800,2,48.638826167,8.942741333,459.6000061,0.055,12.582,0.024
3900,2,48.638826167,8.942741333,459.6000061,0.0,12.583,0.03
4000,2,48.638826167,8.942741333,459.6000061,0.026,12.583,0.032
4100,2,48.638826167,8.942741333,459.6000061,0.018,12.583,0.032
4200,2,48.638826167,8.9427415,459.6000061,0.095,12.582,0.028
4400,2,48.638826167,8.9427415,459.6000061,0.103,12.582,0.031
4500,2,48.638826167,8.9427415,459.6000061,-0.042,12.582,0.031
4600,2,48.638826167,8.942741667,459.6000061,-0.032,12.581,0.029
4700,2,48.638826,8.942741667,459.6000061,0.09,12.581,0.024
4800,2,48.638826,8.942741667,459.6000061,0.148,12.58,0.019
4900,2,48.638826,8.942741667,459.6000061,0.172,12.58,0.024
5000,2,48.638826,8.942741667,459.6000061,0.103,12.58,0.026
5100,2,48.638826,8.942741667,459.6000061,0.018,12.581,0.031
