Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.6388265,8.942732333,458.29998779,0.246,12.565,0.02
200,2,48.6388265,8.942732333,458.3999939,0.016,12.565,0.022
300,2,48.6388265,8.942732333,458.3999939,0.005,12.565,0.023
400,2,48.6388265,8.942732333,458.3999939,0.206,12.565,0.025
600,2,48.6388265,8.942732167,458.3999939,0.196,12.565,0.024
700,2,48.638826667,8.942732167,458.3999939,0.219,12.565,0.026
800,2,48.6388265,8.942732167,458.3999939,0.275,12.564,0.027
900,2,48.6388265,8.942732,458.3999939,0.211,12.564,0.028
1000,2,48.6388265,8.942732,458.3999939,0.151,12.565,0.03
1200,2,48.6388265,8.942732,458.3999939,0.071,12.565,0.028
1300,2,48.6388265,8.942731833,458.3999939,0.061,12.565,0.025
1400,2,48.6388265,8.942731667,458.3999939,0.111,12.565,0.027
1500,2,48.638826333,8.942731667,458.3999939,0.124,12.565,0.023
1600,2,48.638826333,8.942731667,458.3999939,0.182,12.565,0.027
1700,2,48.638826333,8.9427315,458.3999939,0.182,12.564,0.022
1800,2,48.6388265,8.9427315,458.3999939,0.103,12.565,0.025
1900,2,48.6388265,8.9427315,458.3999939,0.127,12.565,0.022
2000,2,48.638826333,8.9427315,458.3999939,-0.005,12.564,0.023
2200,2,48.638826333,8.9427315,458.3999939,0.005,12.564,0.028
2300,2,48.638826333,8.9427315,458.3999939,-0.016,12.564,0.032
2400,2,48.638826333,8.942731667,458.3999939,-0.1,12.564,0.032
2500,2,48.638826167,8.942731667,458.3999939,-0.174,12.565,0.023
2600,2,48.638826167,8.942731667,458.3999939,-0.1,12.565,0.021
2800,2,48.638826167,8.942731667,458.3999939,-0.032,12.565,0.029
3000,2,48.638826333,8.942731667,458.3999939,-0.122,12.565,0.037
3200,2,48.638826167,8.942731667,458.5,-0.164,12.565,0.045
3300,2,48.638826167,8.942731833,458.5,-0.143,12.564,0.052
3400,2,48.638826167,8.942731833,458.5,-0.143,12.564,0.04
3500,2,48.638826167,8.942731833,458.5,-0.296,12.565,0.032
