Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.638823833,8.9427355,457.20001221,0.388,12.62,0.136
100,2,48.638823833,8.942735333,457.29998779,0.357,12.621,0.118
200,2,48.638823833,8.942735333,457.29998779,-0.005,12.622,0.097
300,2,48.638823833,8.942735167,457.29998779,-0.005,12.622,0.099
400,2,48.638824,8.942735333,457.29998779,0.09,12.622,0.101
500,2,48.638824,8.942735167,457.3999939,0.092,12.622,0.102
600,2,48.638824,8.942735167,457.3999939,0.037,12.622,0.101
700,2,48.638824,8.942735,457.3999939,0.061,12.622,0.097
800,2,48.638824,8.942735,457.3999939,-0.016,12.621,0.096
1000,2,48.638824,8.942735,457.5,0.087,12.622,0.092
1100,2,48.638824,8.942734833,457.5,0.074,12.622,0.089
1200,2,48.638824,8.942734833,457.5,0.005,12.622,0.092
1300,2,48.638824,8.942734667,457.6000061,0.053,12.622,0.095
1400,2,48.638824,8.942734667,457.6000061,0.016,12.621,0.104
1600,2,48.638824,8.942734667,457.6000061,0.071,12.621,0.109
1700,2,48.638824,8.942734667,457.70001221,0.129,12.621,0.109
1800,2,48.638824,8.9427345,457.70001221,0.074,12.621,0.108
2000,2,48.638824167,8.942734333,457.79998779,0.016,12.621,0.11
2100,2,48.638824167,8.942734167,457.79998779,0.079,12.621,0.107
2200,2,48.638824167,8.942734,457.8999939,0.018,12.621,0.106
2300,2,48.638824167,8.942733833,457.8999939,0.032,12.621,0.108
2400,2,48.638824333,8.942733667,458.0,0.013,12.622,0.101
2500,2,48.6388245,8.9427335,458.0,0.018,12.622,0.1
2600,2,48.6388245,8.942733333,458.1000061,0.058,12.622,0.096
2700,2,48.638824667,8.942733167,458.1000061,-0.005,12.622,0.104
2800,2,48.638824667,8.942733167,458.1000061,0.085,12.622,0.101
3000,2,48.638824667,8.942733,458.20001221,0.14,12.621,0.105
3100,2,48.638824833,8.942732667,458.20001221,0.037,12.621,0.108
3200,2,48.638825,8.942732667,458.29998779,0.011,12.621,0.098
3300,2,48.638825,8.9427325,458.29998779,0.092,12.621,0.101
3500,2,48.638825,8.942732167,458.3999939,0.016,12.62,0.102
3600,2,48.638825167,8.942732167,458.3999939,0.029,12.62,0.099
3800,2,48.638825167,8.942732,458.5,-0.1,12.621,0.097
4000,2,48.638825167,8.942731667,458.5,-0.069,12.621,0.097
4200,2,48.638825333,8.9427315,458.5,0.082,12.621,0.096
4300,2,48.638825333,8.942731333,458.6000061,-0.037,12.62,0.1
4500,2,48.6388255,8.942731167,458.6000061,-0.106,12.62,0.102
4700,2,48.638825333,8.942731167,458.6000061,0.082,12.62,0.105
4800,2,48.638825333,8.942731,458.6000061,0.145,12.62,0.115
5000,2,48.638825333,8.942730833,458.6000061,0.151,12.621,0.108
5200,2,48.638825333,8.942730833,458.70001221,0.103,12.62,0.096
5400,2,48.638825167,8.942730667,458.70001221,0.161,12.621,0.099
5600,2,48.638825167,8.9427305,458.70001221,0.077,12.621,0.094
5800,2,48.638825167,8.942730333,458.70001221,0.063,12.62,0.102
6000,2,48.638825167,8.94273,458.79998779,0.074,12.62,0.098
6200,2,48.638825167,8.942729833,458.79998779,0.153,12.621,0.097
6400,2,48.638825167,8.942729667,458.79998779,0.016,12.62,0.099
6600,2,48.638825167,8.9427295,458.8999939,0.106,12.62,0.103
6800,2,48.638825167,8.942729333,458.8999939,-0.021,12.62,0.096
7000,2,48.638825167,8.942729167,458.8999939,0.119,12.62,0.094
7200,2,48.638825167,8.942729,459.0,0.071,12.62,0.091
7400,2,48.638825167,8.942728833,459.0,0.108,12.62,0.094
7600,2,48.638825333,8.9427285,459.1000061,0.032,12.62,0.098
7800,2,48.638825333,8.942728167,459.1000061,0.048,12.62,0.106
8000,2,48.6388255,8.942727833,459.1000061,0.079,12.62,0.105
8200,2,48.6388255,8.942727667,459.20001221,0.129,12.62,0.096
8400,2,48.6388255,8.942727333,459.20001221,0.127,12.619,0.141
8600,2,48.6388255,8.942727167,459.20001221,0.077,12.62,0.142
8700,2,48.6388255,8.942727,459.20001221,0.066,12.621,0.129
8900,2,48.6388255,8.942726667,459.29998779,0.048,12.621,0.101
9100,2,48.6388255,8.9427265,459.29998779,0.055,12.621,0.098
9200,2,48.638825667,8.942726333,459.29998779,0.106,12.622,0.093
9400,2,48.638825667,8.942726333,459.3999939,0.016,12.621,0.096
9600,2,48.638825833,8.942726333,459.3999939,0.161,12.619,0.105
9800,2,48.638825833,8.942726167,459.3999939,0.042,12.619,0.1
10000,2,48.638825667,8.942726167,459.29998779,0.127,12.62,0.094
10100,2,48.6388255,8.942726167,459.3999939,0.09,12.622,0.095
10200,2,48.6388255,8.942726,459.3999939,0.037,12.622,0.095
10400,2,48.638825333,8.942725833,459.3999939,0.032,12.621,0.101
10500,2,48.638825333,8.942725833,459.3999939,0.122,12.621,0.094
10600,2,48.638825333,8.942725833,459.3999939,0.137,12.622,0.092
10700,2,48.638825333,8.942725667,459.3999939,0.203,12.622,0.093
10800,2,48.6388255,8.942725667,459.3999939,0.024,12.621,0.106
11000,2,48.638825333,8.942725667,459.3999939,0.071,12.621,0.112
