Time,SatConnected,Latitude,Longitude,AltitudeGPS,AltitudeBaro,Voltage,Current
0,2,48.638835167,8.942735833,458.3999939,1.871,12.6,-0.018
200,2,48.638835167,8.942735667,458.5,1.815,12.597,0.347
300,2,48.638835167,8.942735833,458.5,0.082,12.596,0.396
400,2,48.638835,8.942735667,458.5,-0.021,12.595,0.575
500,2,48.638835,8.942735667,458.5,0.026,12.597,0.422
600,2,48.638835,8.942735833,458.5,0.111,12.597,0.392
800,2,48.638835,8.942735667,458.5,0.074,12.597,0.379
900,2,48.638835,8.942735667,458.5,0.095,12.597,0.378
1000,2,48.638835,8.942735667,458.5,0.066,12.6,-0.023
1200,2,48.638835,8.942735667,458.5,0.145,12.599,-0.019
1300,2,48.638835,8.9427355,458.5,0.048,12.6,-0.026
1400,2,48.638835,8.9427355,458.5,0.0,12.601,-0.027
1600,2,48.638835,8.942735167,458.6000061,0.016,12.601,-0.022
1700,2,48.638835,8.942735,458.6000061,0.082,12.6,0.045
1800,2,48.638835,8.942735,458.5,0.024,12.591,0.819
1900,2,48.638835,8.942734833,458.5,0.008,12.582,1.657
2000,2,48.638835167,8.942734667,458.5,0.008,12.572,2.366
2200,2,48.638835333,8.942734,458.5,-0.132,12.586,1.169
2300,2,48.6388355,8.942734167,458.3999939,0.003,12.595,0.343
2400,2,48.6388355,8.942734167,458.5,0.048,12.6,-0.032
2500,2,48.6388355,8.942734,458.5,-0.026,12.601,-0.034
2600,2,48.638835667,8.942734,458.3999939,0.055,12.601,-0.03
2700,2,48.6388355,8.942734,458.3999939,-0.016,12.601,-0.03
2800,2,48.6388355,8.942734,458.3999939,-0.016,12.601,-0.035
2900,2,48.6388355,8.942734167,458.3999939,-0.074,12.601,-0.03
3000,2,48.638835333,8.942734167,458.3999939,-0.021,12.6,-0.025
3200,2,48.638835167,8.942734,458.5,-0.063,12.6,-0.017
3300,2,48.638835333,8.942734,458.5,-0.09,12.6,-0.017
